Setup title,"I/V Sweep_dark_0_-0.75V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,16:09:10
Device ID,"FTO_Contact check"
Count,10
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,-0.75
Measurement.Primary.Step,-0.01
Measurement.Primary.Compliance,0.0005
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0005,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,3.97127E-09
-0.01,-8.35102E-07
-0.02,-1.67312E-06
-0.03,-2.51098E-06
-0.04,-3.34036E-06
-0.05,-4.16937E-06
-0.06,-5.01338E-06
-0.07,-5.84633E-06
-0.08,-6.66673E-06
-0.09,-7.51958E-06
-0.1,-8.37511E-06
-0.11,-9.24871E-06
-0.12,-1.010992E-05
-0.13,-1.099269E-05
-0.14,-1.19193E-05
-0.15,-1.27501E-05
-0.16,-1.36164E-05
-0.17,-1.45356E-05
-0.18,-1.54522E-05
-0.19,-1.62277E-05
-0.2,-1.70178E-05
-0.21,-1.83168E-05
-0.22,-1.91159E-05
-0.23,-2.00891E-05
-0.24,-2.11483E-05
-0.25,-2.24049E-05
-0.26,-2.34143E-05
-0.27,-2.44419E-05
-0.28,-2.57598E-05
-0.29,-2.66978E-05
-0.3,-2.80971E-05
-0.31,-2.97393E-05
-0.32,-3.07028E-05
-0.33,-3.22453E-05
-0.34,-3.38208E-05
-0.35,-3.53684E-05
-0.36,-3.62023E-05
-0.37,-3.77068E-05
-0.38,-3.90244E-05
-0.39,-4.11727E-05
-0.4,-4.16992E-05
-0.41,-4.31916E-05
-0.42,-4.43045E-05
-0.43,-4.54192E-05
-0.44,-4.57118E-05
-0.45,-4.64856E-05
-0.46,-4.89495E-05
-0.47,-4.97662E-05
-0.48,-4.98992E-05
-0.49,-5.06031E-05
-0.5,-5.25289E-05
-0.51,-5.37482E-05
-0.52,-5.51171E-05
-0.53,-5.65521E-05
-0.54,-5.73007E-05
-0.55,-5.96432E-05
-0.56,-5.97047E-05
-0.57,-6.08161E-05
-0.58,-6.6423E-05
-0.59,-6.61273E-05
-0.6,-6.75082E-05
-0.61,-6.89562E-05
-0.62,-6.90007E-05
-0.63,-7.12868E-05
-0.64,-7.24225E-05
-0.65,-7.65499E-05
-0.66,-8.16616E-05
-0.67,-8.44248E-05
-0.68,-8.25799E-05
-0.69,-7.93087E-05
-0.7,-8.08533E-05
-0.71,-8.34825E-05
-0.72,-8.4132E-05
-0.73,-9.42518E-05
-0.74,-0.000126988
-0.75,-0.000148686
-0.75,-0.000152568
-0.74,-0.000159255
-0.73,-0.000149076
-0.72,-0.000137959
-0.71,-0.000125118
-0.7,-0.000118822
-0.69,-0.00011201
-0.68,-0.000107188
-0.67,-0.000105431
-0.66,-0.000102118
-0.65,-9.8807E-05
-0.64,-9.63803E-05
-0.63,-9.355E-05
-0.62,-8.92902E-05
-0.61,-8.71387E-05
-0.6,-8.44165E-05
-0.59,-8.12713E-05
-0.58,-7.99292E-05
-0.57,-7.7968E-05
-0.56,-7.65068E-05
-0.55,-7.43387E-05
-0.54,-7.21464E-05
-0.53,-7.03995E-05
-0.52,-6.86495E-05
-0.51,-6.68528E-05
-0.5,-6.57525E-05
-0.49,-6.3648E-05
-0.48,-6.2197E-05
-0.47,-6.06702E-05
-0.46,-5.86274E-05
-0.45,-5.7172E-05
-0.44,-5.51976E-05
-0.43,-5.37166E-05
-0.42,-5.20251E-05
-0.41,-5.05448E-05
-0.4,-4.90378E-05
-0.39,-4.76075E-05
-0.38,-4.60403E-05
-0.37,-4.4523E-05
-0.36,-4.31221E-05
-0.35,-4.17165E-05
-0.34,-4.03093E-05
-0.33,-3.88409E-05
-0.32,-3.7503E-05
-0.31,-3.61034E-05
-0.3,-3.46573E-05
-0.29,-3.33312E-05
-0.28,-3.20379E-05
-0.27,-3.07291E-05
-0.26,-2.95095E-05
-0.25,-2.8425E-05
-0.24,-2.71426E-05
-0.23,-2.58632E-05
-0.22,-2.51216E-05
-0.21,-2.40114E-05
-0.2,-2.23913E-05
-0.19,-2.07878E-05
-0.18,-1.97689E-05
-0.17,-1.86034E-05
-0.16,-1.73818E-05
-0.15,-1.61971E-05
-0.14,-1.49672E-05
-0.13,-1.38501E-05
-0.12,-1.27299E-05
-0.11,-1.19396E-05
-0.1,-1.08819E-05
-0.09,-9.73521E-06
-0.08,-8.62435E-06
-0.07,-7.37991E-06
-0.06,-6.24092E-06
-0.05,-5.18128E-06
-0.04,-4.13323E-06
-0.03,-3.10698E-06
-0.02,-2.06648E-06
-0.01,-1.02912E-06
0,4.40548E-09
